0	0	0
1	1	1.0
2	2	1.0
3	3	1.0
4	4	1.0
5	68	0.750378477481
6	71	0.823536398258
7	7	1.0
8	8	1.0
9	9	1.0
10	10	1.0
11	11	1.0
12	52	0.853201273031
13	13	1.0
14	4	1.0
15	15	1.0
16	16	1.0
17	17	1.0
18	18	1.0
19	19	1.0
20	20	0.84088605023
21	52	0.784452175272
22	22	1.0
23	23	1.0
24	52	0.665313440752
25	114	0.850107949528
26	26	1.0
27	43	1.0
28	28	1.0
29	29	1.0
30	52	0.848423124318
31	31	1.0
32	32	1.0
33	52	0.724475617544
34	34	0.79544354186
35	35	1.0
36	36	1.0
37	37	1.0
38	38	1.0
39	39	1.0
40	40	1.0
41	41	1.0
42	42	1.0
43	43	1.0
44	44	1.0
45	45	1.0
46	46	1.0
47	47	1.0
48	48	1.0
49	49	1.0
50	50	1.0
51	51	1.0
52	52	0.696834775276
53	53	1.0
54	54	1.0
55	55	1.0
56	97	0.813329050264
57	52	0.543337756909
58	34	0.785483843549
59	59	1.0
60	60	1.0
61	131	0.925230739629
62	62	1.0
63	78	0.848085300051
64	64	1.0
65	65	1.0
66	66	1.0
67	67	0.911933880767
68	68	0.980703254061
69	69	1.0
70	70	1.0
71	71	0.985732767186
72	72	0.813455958501
73	131	0.864763879824
74	191	0.854602521697
75	75	1.0
76	76	1.0
77	77	1.0
78	78	0.88336398714
79	97	0.899348945795
80	80	1.0
81	81	1.0
82	82	1.0
83	83	1.0
84	84	1.0
85	121	0.812909475759
86	86	1.0
87	87	1.0
88	67	0.848691312046
89	89	1.0
90	90	1.0
91	91	1.0
92	174	0.807789239263
93	93	1.0
94	94	1.0
95	95	1.0
96	96	1.0
97	97	0.772694321993
98	98	1.0
99	99	1.0
100	100	1.0
101	101	1.0
102	102	1.0
103	103	1.0
104	52	0.677283179407
105	105	1.0
106	52	0.711888433519
107	52	0.738422655728
108	108	1.0
109	109	1.0
110	110	1.0
111	120	0.997444976328
112	112	1.0
113	113	1.0
114	114	0.904466663284
115	115	1.0
116	116	1.0
117	117	1.0
118	118	1.0
119	119	1.0
120	120	0.997243799694
121	121	0.849095927253
122	122	1.0
123	123	0.868951408483
124	121	0.822814416199
125	125	1.0
126	123	0.860520623988
127	127	1.0
128	128	1.0
129	129	1.0
130	52	0.821104436131
131	131	0.71905118034
132	132	1.0
133	133	1.0
134	134	1.0
135	135	1.0
136	136	1.0
137	52	0.897171682732
138	138	1.0
139	52	0.751139614883
140	140	1.0
141	20	0.910135838826
142	142	1.0
143	143	1.0
144	144	1.0
145	145	1.0
146	146	1.0
147	147	1.0
148	148	1.0
149	149	1.0
150	150	1.0
151	151	1.0
152	152	1.0
153	153	1.0
154	154	1.0
155	155	1.0
156	166	0.998350811162
157	157	1.0
158	34	0.841075245461
159	159	1.0
160	160	1.0
161	198	0.820019166456
162	174	0.817482265344
163	163	1.0
164	164	1.0
165	165	1.0
166	166	0.998285280609
167	167	1.0
168	168	1.0
169	72	0.938701466724
170	170	1.0
171	171	1.0
172	172	1.0
173	173	1.0
174	174	0.822027561653
175	34	0.801269264254
176	176	1.0
177	177	1.0
178	178	1.0
179	179	1.0
180	180	1.0
181	181	1.0
182	182	1.0
183	183	1.0
184	184	1.0
185	185	1.0
186	186	1.0
187	187	1.0
188	188	1.0
189	189	1.0
190	190	1.0
191	191	0.946291481811
192	192	1.0
193	193	1.0
194	194	1.0
195	195	1.0
196	196	1.0
197	174	0.808304704233
198	198	0.898953736081
199	198	0.868665221427
200	200	1.0
201	201	1.0
